,Computador_para_internet,Tem_tablet,Internet_em_casa,V02323,Celular_para_internet,Tablet_para_internet,Tv_para_internet,Outros_para_internet,internet_3G/4G,internet_discada,internet_banda_larga
147599,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147600,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
147601,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147602,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147603,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147605,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147606,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147608,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
147609,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147610,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147611,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147612,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147613,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147614,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147615,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147616,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147617,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147618,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147619,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147620,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147621,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147622,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
147623,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147628,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147629,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147630,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147633,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147634,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147635,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147636,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147637,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147638,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147639,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147640,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
147642,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147643,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147645,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147646,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147648,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147649,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147651,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim
147652,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147653,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
147658,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147659,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147660,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147663,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147665,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147666,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147667,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147668,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147670,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147671,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147672,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147679,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147680,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147681,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147682,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147683,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147684,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147687,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147688,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147690,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147691,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147693,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147694,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147697,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147698,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147699,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147700,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147701,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147702,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147704,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147705,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147707,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147708,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147709,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147710,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147711,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147712,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147713,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147714,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
147715,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147716,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147717,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147719,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147720,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147722,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147724,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147726,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147727,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147728,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147729,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147730,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147731,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147732,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147733,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147734,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147735,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147737,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147738,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147740,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147741,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147742,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147743,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
147745,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147746,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147749,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147751,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147753,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147755,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147756,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147758,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147760,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147762,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147763,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147767,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147771,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147773,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147774,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147775,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147776,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147777,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147779,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147780,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147781,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147785,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147786,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147789,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147791,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147792,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147793,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
147794,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147795,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147796,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147797,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147799,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim
147801,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147802,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147803,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147804,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147806,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147807,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147809,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147811,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147812,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147814,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147815,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147816,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147817,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147818,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147820,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
147822,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147825,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147826,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147827,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147828,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147830,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147832,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147833,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
147834,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147835,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147837,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147838,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147839,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147841,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147843,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147844,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147845,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147847,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147848,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147850,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147851,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147852,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147853,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147854,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147856,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147857,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147858,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147859,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147861,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147862,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
147864,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147866,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147870,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147875,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147877,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147881,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
147882,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147884,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147886,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147887,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147892,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147893,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
147894,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147895,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147896,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147897,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147900,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147901,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147903,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147906,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147909,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
147910,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147911,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147912,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147913,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147914,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim
147916,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147917,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147918,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147920,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147926,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
147928,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147930,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147932,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147933,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147935,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147936,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147937,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147938,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147939,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147942,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147943,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147944,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147946,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147949,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147950,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147951,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147952,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147953,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147957,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147958,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147959,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147960,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147964,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147965,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147967,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147968,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147969,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147970,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147972,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147973,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147974,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147978,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147979,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147980,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
147983,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147985,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147986,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147987,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147988,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147989,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147990,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147993,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147994,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147996,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147997,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147998,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
147999,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148000,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148001,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148002,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148003,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
148006,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148007,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
148009,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148011,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
148013,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148014,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148015,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
148016,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148017,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148018,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148022,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148024,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148025,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148026,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148029,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
148031,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
148032,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
148033,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
148037,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
148046,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148052,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
148056,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
148059,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148060,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148061,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148063,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148074,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
148075,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148079,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148083,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
148085,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
148094,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148095,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148098,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148099,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
148100,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148102,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148103,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
148106,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148110,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148111,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148113,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148114,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148115,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148118,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148119,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148125,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148126,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148128,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim
148129,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
148131,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148132,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148133,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
148134,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148137,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148138,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
148140,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
148141,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
148143,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
148144,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
