,V0226,V0227,V02270,V02271,V02272,V02273,V02274,V2027
63177,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63181,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
63182,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
63184,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63190,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
63191,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
63193,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
63195,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
63197,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
63199,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
63200,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
63202,2.0,,4.0,0.0,3.0,1.0,3.0,1.0
63205,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
63206,2.0,,3.0,1.0,1.0,1.0,1.0,1.0
63207,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
63209,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
63210,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
63211,2.0,,5.0,0.0,1.0,1.0,3.0,3.0
63216,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
63219,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63227,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
63228,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
63231,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
63233,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
63235,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
63236,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
63239,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
63240,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
63241,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
63243,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
63244,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
63248,2.0,,4.0,1.0,1.0,1.0,3.0,1.0
63249,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
63250,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
63251,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
63255,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
63258,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
63260,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63261,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
63265,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
63269,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
63270,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
63271,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
63273,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
63276,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
63280,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
63281,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
63282,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63283,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
63285,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
63286,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
63288,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
63290,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63292,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
63294,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
63295,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63300,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63302,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63303,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
63310,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
63316,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63318,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
63323,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63324,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
63327,2.0,,2.0,0.0,3.0,3.0,1.0,3.0
63330,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
63331,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63372,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
63376,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
63377,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
63381,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
63382,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
63383,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
63384,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63385,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
63386,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
63412,2.0,,3.0,0.0,1.0,3.0,1.0,1.0
63417,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
63426,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63430,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
63447,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63453,2.0,,1.0,1.0,3.0,3.0,1.0,3.0
63461,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
63462,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
63466,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
63471,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
63472,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63473,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63474,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
63475,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
63488,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
63501,2.0,,1.0,2.0,3.0,1.0,1.0,1.0
63502,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
63507,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63509,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
63512,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63519,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
63520,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63525,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
63530,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
63541,4.0,3.0,,,,,,3.0
63545,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
63548,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63550,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
63552,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
63553,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
63557,2.0,,2.0,0.0,1.0,3.0,1.0,3.0
63572,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
63582,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63585,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63589,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63590,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63592,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63596,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
63608,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63609,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63615,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
63619,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63620,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
63621,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
63622,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
63634,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63638,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63653,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
63661,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
63662,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
63665,2.0,,1.0,2.0,1.0,3.0,3.0,1.0
63695,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
63711,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
63716,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
63717,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
63718,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
63719,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63725,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63728,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
63745,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63770,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
63771,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
63774,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
63779,2.0,,3.0,0.0,3.0,1.0,1.0,1.0
63785,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
63787,2.0,,2.0,2.0,1.0,1.0,1.0,3.0
63790,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63791,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
63792,2.0,,1.0,2.0,3.0,1.0,1.0,1.0
63793,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
63796,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
63813,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
63818,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
63821,2.0,,4.0,0.0,3.0,1.0,1.0,1.0
63822,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
63823,2.0,,1.0,3.0,1.0,1.0,3.0,3.0
63824,2.0,,1.0,2.0,1.0,1.0,1.0,3.0
63831,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
63836,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
63837,2.0,,2.0,2.0,1.0,1.0,1.0,3.0
63844,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63846,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
63847,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63856,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
63889,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
63894,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
63897,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63905,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
63910,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
63911,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
63915,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
63928,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
63937,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
63947,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63948,2.0,,2.0,1.0,3.0,3.0,1.0,1.0
63950,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
63952,2.0,,0.0,1.0,1.0,3.0,1.0,1.0
63953,2.0,,3.0,1.0,1.0,3.0,3.0,1.0
63955,2.0,,2.0,0.0,3.0,1.0,1.0,3.0
63969,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
63971,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
63973,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
63975,2.0,,0.0,3.0,3.0,1.0,1.0,1.0
63976,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
63977,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
63978,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
63979,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
63981,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
63982,2.0,,1.0,2.0,1.0,1.0,1.0,3.0
63984,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
64001,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
64006,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64008,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64011,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64013,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
64014,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
64016,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64019,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
64021,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64023,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64026,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
64027,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
64028,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
64030,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
64032,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64077,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
64080,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
64082,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
64094,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64097,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
64099,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64103,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64113,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
64114,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
64115,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64116,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
64118,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64122,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64125,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
64128,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
64129,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64131,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
64132,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
64133,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64134,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64135,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
64136,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64138,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64139,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64141,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64142,2.0,,2.0,0.0,1.0,3.0,1.0,1.0
64143,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64144,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64145,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64152,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64153,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64155,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64157,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
64158,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64173,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
64177,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
64185,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64186,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
64188,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
64189,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
64190,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
64193,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64197,2.0,,1.0,2.0,1.0,1.0,1.0,3.0
64199,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
64200,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
64201,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64206,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
64208,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64212,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
64214,2.0,,2.0,0.0,3.0,1.0,1.0,3.0
64223,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
64235,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
64243,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64247,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
64273,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
64285,2.0,,1.0,0.0,3.0,5.0,1.0,1.0
64286,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
64288,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64289,2.0,,2.0,0.0,3.0,5.0,1.0,1.0
64294,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
64296,2.0,,1.0,1.0,3.0,5.0,1.0,1.0
64298,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64299,2.0,,1.0,1.0,1.0,3.0,1.0,3.0
64303,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64308,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64309,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64315,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64344,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
64353,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64357,2.0,,2.0,1.0,1.0,3.0,1.0,1.0
64358,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
64361,2.0,,3.0,0.0,1.0,3.0,1.0,3.0
64363,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
64364,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64376,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64379,2.0,,0.0,3.0,3.0,1.0,1.0,3.0
64383,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
64385,2.0,,1.0,2.0,1.0,3.0,1.0,3.0
64387,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
64393,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
64421,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
64448,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64454,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
64455,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
64460,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64512,2.0,,1.0,1.0,1.0,3.0,1.0,1.0
64532,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
64564,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
64565,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
64571,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
64573,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
64575,2.0,,1.0,2.0,1.0,1.0,3.0,3.0
64577,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
64578,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
64580,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
64585,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
64586,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64593,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
64595,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
64603,2.0,,4.0,0.0,1.0,1.0,3.0,3.0
64604,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
64609,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
64614,2.0,,1.0,2.0,3.0,1.0,3.0,1.0
64615,2.0,,0.0,3.0,3.0,3.0,3.0,1.0
64617,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
64618,2.0,,0.0,3.0,1.0,3.0,3.0,1.0
64623,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64628,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
64630,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
64650,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
64651,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64652,2.0,,2.0,1.0,3.0,1.0,1.0,3.0
64654,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
64655,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64657,2.0,,1.0,2.0,1.0,1.0,1.0,1.0
64658,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
64659,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
64660,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
64669,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
64683,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64686,2.0,,1.0,2.0,1.0,1.0,3.0,3.0
64687,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
64691,2.0,,0.0,2.0,1.0,3.0,1.0,1.0
64692,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
64696,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64698,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64699,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
64700,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
64701,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
64702,2.0,,1.0,3.0,1.0,1.0,3.0,1.0
64704,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64706,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
64709,2.0,,4.0,1.0,3.0,1.0,1.0,1.0
64710,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
64711,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
64712,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
64713,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
64724,2.0,,0.0,3.0,3.0,3.0,1.0,1.0
64727,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
64731,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
64732,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
64734,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64737,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64739,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
64746,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64762,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
64772,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
64775,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
64780,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
64788,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64790,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
64791,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
64792,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
64796,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64803,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
64804,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64805,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
64806,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
64814,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64818,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
64820,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
64821,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
64822,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64824,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
64825,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
64826,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
64827,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
64833,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64835,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64836,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
64837,4.0,3.0,,,,,,3.0
64840,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64845,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
64846,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
64850,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
64859,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
64863,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64865,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
64867,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
64868,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
64870,2.0,,2.0,1.0,3.0,3.0,1.0,1.0
64871,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64874,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
64876,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
64877,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
64883,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64884,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
64885,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
64889,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
64892,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64894,2.0,,1.0,2.0,3.0,1.0,1.0,1.0
64895,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64898,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
64900,2.0,,0.0,3.0,3.0,3.0,1.0,1.0
64902,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
64903,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
64909,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
64910,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64911,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
64935,2.0,,0.0,2.0,1.0,1.0,1.0,1.0
64939,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64962,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
64969,2.0,,2.0,0.0,1.0,3.0,1.0,3.0
64970,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
64972,2.0,,2.0,2.0,1.0,1.0,1.0,1.0
64973,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
64974,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
64978,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
64981,2.0,,1.0,2.0,3.0,1.0,1.0,1.0
64983,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
64984,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64985,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
64986,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
64991,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
64994,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
64996,2.0,,2.0,2.0,3.0,1.0,3.0,1.0
64999,2.0,,0.0,4.0,3.0,3.0,1.0,1.0
65002,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
65003,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
65004,2.0,,1.0,0.0,3.0,5.0,1.0,1.0
65007,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
65008,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
65012,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
65013,2.0,,0.0,2.0,3.0,3.0,3.0,3.0
65015,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
65016,2.0,,1.0,1.0,1.0,3.0,1.0,1.0
65018,2.0,,1.0,2.0,3.0,3.0,1.0,1.0
65021,2.0,,1.0,2.0,3.0,3.0,3.0,1.0
65023,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
65024,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
65025,2.0,,2.0,1.0,3.0,3.0,3.0,1.0
65027,2.0,,3.0,1.0,1.0,3.0,1.0,1.0
65028,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
65029,2.0,,1.0,3.0,3.0,3.0,3.0,1.0
65031,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
65036,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
