,Computador_para_internet,Tem_tablet,Internet_em_casa,V02323,Celular_para_internet,Tablet_para_internet,Tv_para_internet,Outros_para_internet,internet_3G/4G,internet_discada,internet_banda_larga
146361,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
146362,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146364,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146365,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146367,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
146369,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146371,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146373,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146376,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146379,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146387,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
146389,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146395,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
146401,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146403,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146407,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146410,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146412,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146413,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146415,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim
146418,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146424,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146428,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146429,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146430,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146438,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146439,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146441,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146448,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146450,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146452,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146453,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146454,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146455,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146457,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146459,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146461,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146465,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146476,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146479,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146480,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146482,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146487,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146490,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
146497,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146514,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146516,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
146519,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
146524,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
146532,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
146534,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146535,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146538,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146539,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146541,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146550,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146552,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
146564,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146566,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146568,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146575,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146577,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146579,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146581,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
146582,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146583,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146587,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146588,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146591,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146593,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146594,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146595,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146596,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146597,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146599,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146600,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146604,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146608,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
146610,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146615,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146616,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
146621,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146623,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146624,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146634,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146647,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146648,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146670,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim
146672,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146673,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146675,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
146676,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
146679,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
146680,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146681,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146683,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146685,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
146688,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146692,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146695,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146697,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
146701,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146702,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146708,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146713,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146716,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146735,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146736,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146738,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146745,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146750,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146754,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146755,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146759,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146763,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146768,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146774,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146784,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146808,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146823,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146842,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146844,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
146846,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
146854,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146861,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146864,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146865,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146867,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146869,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
146876,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146877,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146880,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146884,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146894,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
146909,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
146922,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
146933,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
146958,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147010,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147012,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147021,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147028,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147042,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147045,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
147051,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147066,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147083,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147085,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147089,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147090,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147100,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147102,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147106,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147107,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147108,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147118,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147119,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147124,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
147126,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147130,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
147131,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim
147133,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147135,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147136,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147142,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147144,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147145,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147147,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147153,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147166,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147175,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147177,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147180,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
147193,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147200,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
147205,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147211,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
147212,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147213,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim
147215,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim
147218,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147220,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147221,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147223,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147225,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147228,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147240,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim
147242,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147245,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147250,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147253,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147255,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147256,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147263,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147265,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147268,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147269,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
147272,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147276,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147281,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147282,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147284,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147285,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
147291,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147295,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147302,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147303,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não
147309,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147312,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147315,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147316,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
147318,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147319,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147321,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
147322,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147325,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147327,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147328,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147333,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147342,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim
147346,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147354,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147358,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147359,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147363,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147365,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147367,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147376,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147377,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147381,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147389,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147390,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147394,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147398,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147406,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147407,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147414,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147415,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147419,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147420,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147421,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147431,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147432,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147435,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147438,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147442,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147443,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147457,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147458,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147460,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
147462,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147477,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147490,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147494,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147504,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147508,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
147510,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147518,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
147526,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147527,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147529,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147530,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147531,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147532,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147533,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147535,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
147536,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147539,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147540,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147541,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147543,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147545,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147551,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147553,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147554,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147555,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147556,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147558,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
147559,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147560,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
147561,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147562,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
147563,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
147564,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147565,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147566,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147567,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147568,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147569,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147570,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147571,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147576,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147577,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147579,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147580,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147582,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147583,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147586,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147587,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
147588,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147595,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
147597,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
147599,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147600,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim
147601,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
147602,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147603,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147605,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
147609,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147611,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147612,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147613,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147614,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147615,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147617,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147619,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147620,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
147621,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147622,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
147628,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147629,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
147630,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147634,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
147636,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147637,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147638,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
147639,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
147640,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
147643,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
